Provider,PotentialFraud,IP_TotalClaimAmt_x,IP_TotalClaimAmt_y,IP_TotalLOS_x,IP_TotalLOS_y,IP_TotalDeductible_y,IP_TotalDeductible_x,IP_ClaimCount_x,IP_ClaimCount_y,UniquePatients,UniqueCounties,OP_TotalClaimAmt,OP_ClaimCount,IP_UniqueOperatingPhys_y,IP_UniqueOperatingPhys_x,OP_TotalDeductible,IP_UniqueOtherPhys_x,IP_UniqueOtherPhys_y,IP_UniqueAttendingPhys_x,IP_UniqueAttendingPhys_y,UniqueStates,OP_UniqueOperatingPhys,OP_UniqueAttendingPhys,OP_UniqueOtherPhys,IP_StdClaimAmt_x,IP_StdClaimAmt_y,AvgIPAnnualReimb,IP_AvgClaimAmt_x,IP_AvgClaimAmt_y,IP_AvgLOS_y,IP_AvgLOS_x,OP_StdClaimAmt,PctKidneyDisease,OP_AvgClaimAmt,OP_AvgDeductible,PctHeartfailure,OP_MedianClaimAmt,StdPatientAge,IP_MedianLOS_y,IP_MedianLOS_x,PctDiabetes,PctAlzheimer,IP_MedianClaimAmt_x,IP_MedianClaimAmt_y
PRV53587,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,770.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,1.0,7937.253933193771,7937.253933193771,0.0,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,384.75100173142283,0.6666666666666666,256.6666666666667,0.0,0.6666666666666666,60.0,23.67471818075078,4.0,4.0,0.6666666666666666,0.6666666666666666,7000.0,7000.0
PRV53588,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,7937.253933193771,7937.253933193771,0.0,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,517.8553338098865,1.0,10.0,0.0,1.0,10.0,12.65418930687249,4.0,4.0,1.0,0.0,7000.0,7000.0
PRV53589,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,500.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,1.0,7937.253933193771,7937.253933193771,55700.0,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,70.71067811865476,0.5,250.0,0.0,1.0,250.0,23.746397749580265,4.0,4.0,0.5,0.5,7000.0,7000.0
PRV53590,0,96000.0,96000.0,30.0,30.0,7476.0,7476.0,7.0,7.0,18,3,2820.0,12.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1,1.0,1.0,1.0,17745.5561170892,17745.5561170892,10148.888888888889,13714.285714285714,13714.285714285714,4.285714285714286,4.285714285714286,317.2466777532186,0.5555555555555556,235.0,0.0,0.7777777777777778,80.0,10.435437275616914,4.0,4.0,0.7777777777777778,0.3888888888888889,8000.0,8000.0
PRV53591,0,70000.0,70000.0,24.0,24.0,6408.0,6408.0,6.0,6.0,6,3,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,0.0,0.0,0.0,8406.346808612327,8406.346808612327,16520.0,11666.666666666666,11666.666666666666,4.0,4.0,517.8553338098865,0.8333333333333334,265.1538461538462,1.9866845940319222,0.8333333333333334,80.0,9.409462922478292,4.0,4.0,1.0,0.6666666666666666,9500.0,9500.0
PRV53593,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,5,5090.0,17.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,1,2.0,4.0,3.0,7937.253933193771,7937.253933193771,4498.181818181818,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,662.0844978950505,0.45454545454545453,299.4117647058824,4.117647058823529,0.5454545454545454,100.0,10.576730299486485,4.0,4.0,0.5454545454545454,0.18181818181818182,7000.0,7000.0
PRV53594,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,7,29470.0,101.0,0.0,0.0,230.0,0.0,0.0,0.0,0.0,2,1.0,1.0,0.0,7937.253933193771,7937.253933193771,2568.3333333333335,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,552.1401924142165,0.43333333333333335,291.7821782178218,2.277227722772277,0.5833333333333334,70.0,11.962915259684236,4.0,4.0,0.6833333333333333,0.3,7000.0,7000.0
PRV53595,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,3,4460.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,2.0,1.0,7937.253933193771,7937.253933193771,12557.777777777777,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,778.3012127562039,0.5555555555555556,495.55555555555554,0.0,0.6666666666666666,50.0,20.669254323053064,4.0,4.0,0.8888888888888888,0.4444444444444444,7000.0,7000.0
PRV53596,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,820.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,7937.253933193771,7937.253933193771,11225.0,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,132.03534880225573,0.5,205.0,0.0,1.0,250.0,8.092283986254408,4.0,4.0,0.75,0.5,7000.0,7000.0
PRV53597,0,41000.0,41000.0,35.0,35.0,6408.0,6408.0,6.0,6.0,6,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1,0.0,0.0,0.0,5269.408568963567,5269.408568963567,13430.0,6833.333333333333,6833.333333333333,5.833333333333333,5.833333333333333,517.8553338098865,0.3333333333333333,265.1538461538462,1.9866845940319222,0.5,80.0,12.553518569745956,2.5,2.5,0.8333333333333334,0.16666666666666666,5500.0,5500.0
PRV53598,0,70000.0,70000.0,27.0,27.0,8544.0,8544.0,8.0,8.0,8,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1,0.0,0.0,0.0,5311.712126450916,5311.712126450916,13205.0,8750.0,8750.0,3.375,3.375,517.8553338098865,0.75,265.1538461538462,1.9866845940319222,0.625,80.0,11.715555501720432,3.0,3.0,0.625,0.375,10500.0,10500.0
PRV53599,0,22000.0,22000.0,24.0,24.0,3204.0,3204.0,3.0,3.0,3,3,0.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,1,0.0,0.0,0.0,4932.882862316247,4932.882862316247,7333.333333333333,7333.333333333333,7333.333333333333,8.0,8.0,517.8553338098865,0.3333333333333333,265.1538461538462,1.9866845940319222,0.3333333333333333,80.0,16.441691295564468,7.0,7.0,0.6666666666666666,0.3333333333333333,5000.0,5000.0
PRV53600,0,4000.0,4000.0,2.0,2.0,1068.0,1068.0,1.0,1.0,1,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1,0.0,0.0,0.0,7937.253933193771,7937.253933193771,4000.0,4000.0,4000.0,2.0,2.0,517.8553338098865,0.0,265.1538461538462,1.9866845940319222,1.0,80.0,12.65418930687249,2.0,2.0,1.0,1.0,4000.0,4000.0
PRV53601,0,6000.0,6000.0,12.0,12.0,2136.0,2136.0,2.0,2.0,2,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1,0.0,0.0,0.0,4242.640687119285,4242.640687119285,3030.0,3000.0,3000.0,6.0,6.0,517.8553338098865,0.0,265.1538461538462,1.9866845940319222,0.5,80.0,12.72889003778659,6.0,6.0,0.5,0.5,3000.0,3000.0
PRV53602,0,21000.0,21000.0,12.0,12.0,4272.0,4272.0,4.0,4.0,4,2,0.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,2.0,1,0.0,0.0,0.0,1500.0000000000002,1500.0000000000002,6325.0,5250.0,5250.0,3.0,3.0,517.8553338098865,0.25,265.1538461538462,1.9866845940319222,0.5,80.0,7.103741353899168,3.0,3.0,0.75,0.5,5000.0,5000.0
PRV53604,0,51000.0,51000.0,38.0,38.0,6408.0,6408.0,6.0,6.0,5,2,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1,0.0,0.0,0.0,5394.441583704471,5394.441583704471,15606.0,8500.0,8500.0,6.333333333333333,6.333333333333333,517.8553338098865,0.4,265.1538461538462,1.9866845940319222,0.8,80.0,16.145224876955762,3.0,3.0,0.4,0.6,8000.0,8000.0
PRV53605,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,19,7250.0,55.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,8,7.0,29.0,16.0,7937.253933193771,7937.253933193771,7119.636363636364,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,265.39342500082785,0.3090909090909091,131.8181818181818,0.18181818181818182,0.32727272727272727,60.0,12.158783082809617,4.0,4.0,0.6909090909090909,0.41818181818181815,7000.0,7000.0
PRV53606,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74,16,11750.0,76.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,9,10.0,37.0,16.0,7937.253933193771,7937.253933193771,3775.675675675676,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,332.9842470326935,0.3783783783783784,154.60526315789474,1.4473684210526316,0.527027027027027,60.0,14.292504133565854,4.0,4.0,0.6756756756756757,0.33783783783783783,7000.0,7000.0
PRV53607,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,15,8290.0,26.0,0.0,0.0,150.0,0.0,0.0,0.0,0.0,4,1.0,17.0,7.0,7937.253933193771,7937.253933193771,1006.1538461538462,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,596.833825603589,0.3076923076923077,318.84615384615387,5.769230769230769,0.6153846153846154,90.0,14.282029642683202,4.0,4.0,0.6153846153846154,0.4230769230769231,7000.0,7000.0
PRV53608,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176,11,50290.0,199.0,0.0,0.0,610.0,0.0,0.0,0.0,0.0,7,31.0,86.0,46.0,7937.253933193771,7937.253933193771,4189.147727272727,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,538.5836957616119,0.3693181818181818,252.71356783919597,3.0653266331658293,0.5568181818181818,80.0,13.767594009900277,4.0,4.0,0.6590909090909091,0.35795454545454547,7000.0,7000.0
PRV53609,0,8000.0,8000.0,9.0,9.0,2136.0,2136.0,2.0,2.0,176,27,52050.0,181.0,1.0,1.0,300.0,0.0,0.0,2.0,2.0,9,20.0,43.0,24.0,2828.42712474619,2828.42712474619,5155.965909090909,4000.0,4000.0,4.5,4.5,577.1122093220325,0.36363636363636365,287.56906077348066,1.6574585635359116,0.5568181818181818,60.0,14.359885938708599,4.5,4.5,0.6931818181818182,0.4147727272727273,4000.0,4000.0
PRV53611,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,12,14410.0,36.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,4,6.0,14.0,8.0,7937.253933193771,7937.253933193771,4701.666666666667,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,623.4076222601577,0.3611111111111111,400.27777777777777,5.277777777777778,0.6388888888888888,95.0,14.099606296132162,4.0,4.0,0.8611111111111112,0.3888888888888889,7000.0,7000.0
PRV53612,0,27000.0,27000.0,26.0,26.0,6408.0,6408.0,6.0,6.0,46,9,4180.0,40.0,1.0,1.0,30.0,0.0,0.0,1.0,1.0,4,5.0,13.0,6.0,2664.5825188948456,2664.5825188948456,3351.521739130435,4500.0,4500.0,4.333333333333333,4.333333333333333,119.4850060328352,0.30434782608695654,104.5,0.75,0.6086956521739131,50.0,10.838240054596818,4.0,4.0,0.782608695652174,0.3695652173913043,4500.0,4500.0
PRV53613,0,137000.0,137000.0,98.0,98.0,16020.0,16020.0,15.0,15.0,127,25,31350.0,120.0,2.0,2.0,140.0,0.0,0.0,2.0,2.0,12,14.0,36.0,24.0,6696.125389962112,6696.125389962112,4370.944881889764,9133.333333333334,9133.333333333334,6.533333333333333,6.533333333333333,569.6078003490536,0.3464566929133858,261.25,1.1666666666666667,0.5905511811023622,70.0,12.65418930687249,5.0,5.0,0.7165354330708661,0.3464566929133858,9000.0,9000.0
PRV53614,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104,20,25710.0,118.0,0.0,0.0,480.0,0.0,0.0,0.0,0.0,9,12.0,32.0,20.0,7937.253933193771,7937.253933193771,3860.2884615384614,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,358.96301667683747,0.34615384615384615,217.88135593220338,4.067796610169491,0.5,85.0,12.66308168445798,4.0,4.0,0.6923076923076923,0.34615384615384615,7000.0,7000.0
PRV53616,0,26000.0,26000.0,13.0,13.0,2136.0,2136.0,2.0,2.0,41,13,8970.0,42.0,1.0,1.0,200.0,0.0,0.0,2.0,2.0,5,4.0,25.0,17.0,14142.13562373095,14142.13562373095,4357.073170731707,13000.0,13000.0,6.5,6.5,514.5911065774857,0.5121951219512195,213.57142857142858,4.761904761904762,0.6829268292682927,75.0,15.20971610454985,6.5,6.5,0.6585365853658537,0.4634146341463415,13000.0,13000.0
PRV53617,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70,9,33480.0,83.0,0.0,0.0,370.0,0.0,0.0,0.0,0.0,5,11.0,39.0,17.0,7937.253933193771,7937.253933193771,2692.714285714286,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,756.4104530182037,0.2857142857142857,403.3734939759036,4.457831325301205,0.5,90.0,13.562913956680358,4.0,4.0,0.6571428571428571,0.4142857142857143,7000.0,7000.0
PRV53618,0,60000.0,60000.0,66.0,66.0,12816.0,12816.0,12.0,12.0,203,20,55660.0,224.0,4.0,4.0,270.0,2.0,2.0,10.0,10.0,7,26.0,75.0,59.0,2954.1957835039857,2954.1957835039857,3525.714285714286,5000.0,5000.0,5.5,5.5,548.2049137707387,0.3497536945812808,248.48214285714286,1.2053571428571428,0.5517241379310345,70.0,13.021730035362724,3.0,3.0,0.6847290640394089,0.37438423645320196,4500.0,4500.0
PRV53619,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,560.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,2.0,0.0,7937.253933193771,7937.253933193771,2000.0,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,311.1269837220809,1.0,280.0,0.0,1.0,280.0,12.606925007766733,4.0,4.0,1.0,0.5,7000.0,7000.0
PRV53620,0,38000.0,38000.0,25.0,25.0,6408.0,6408.0,6.0,6.0,122,8,44850.0,122.0,2.0,2.0,530.0,1.0,1.0,4.0,4.0,5,16.0,39.0,40.0,2581.988897471611,2581.988897471611,4661.88524590164,6333.333333333333,6333.333333333333,4.166666666666667,4.166666666666667,729.0218208919918,0.3442622950819672,367.62295081967216,4.344262295081967,0.5081967213114754,90.0,13.727248426337063,4.5,4.5,0.6721311475409836,0.38524590163934425,6500.0,6500.0
PRV53621,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,20,22500.0,81.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,5,9.0,21.0,16.0,7937.253933193771,7937.253933193771,6402.133333333333,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,502.5261187241913,0.4533333333333333,277.77777777777777,2.2222222222222223,0.6266666666666667,80.0,13.093714595735761,4.0,4.0,0.7733333333333333,0.4533333333333333,7000.0,7000.0
PRV53622,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,460.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,5.0,4.0,7937.253933193771,7937.253933193771,11333.333333333334,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,109.8483803552272,0.3333333333333333,76.66666666666667,0.0,0.5,40.0,8.706519570395626,4.0,4.0,0.6666666666666666,0.6666666666666666,7000.0,7000.0
PRV53623,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395,19,245450.0,894.0,0.0,0.0,2720.0,0.0,0.0,0.0,0.0,6,7.0,7.0,3.0,7937.253933193771,7937.253933193771,3163.46835443038,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,794.9848196125677,0.3265822784810127,274.5525727069351,3.0425055928411635,0.5594936708860759,80.0,12.857941040313923,4.0,4.0,0.6354430379746835,0.3569620253164557,7000.0,7000.0
PRV53624,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140,16,40790.0,143.0,0.0,0.0,310.0,0.0,0.0,0.0,0.0,7,15.0,80.0,33.0,7937.253933193771,7937.253933193771,3864.1428571428573,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,548.4483004482302,0.32857142857142857,285.24475524475525,2.167832167832168,0.5642857142857143,80.0,12.613953856709548,4.0,4.0,0.6714285714285714,0.36428571428571427,7000.0,7000.0
PRV53625,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128,20,44210.0,147.0,0.0,0.0,410.0,0.0,0.0,0.0,0.0,10,12.0,54.0,39.0,7937.253933193771,7937.253933193771,3458.4375,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,583.189257604634,0.34375,300.7482993197279,2.7891156462585034,0.5234375,80.0,15.210250580242313,4.0,4.0,0.65625,0.3828125,7000.0,7000.0
PRV53626,0,3000.0,3000.0,4.0,4.0,1068.0,1068.0,1.0,1.0,13,4,7560.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,2.0,7.0,3.0,7937.253933193771,7937.253933193771,9076.923076923076,3000.0,3000.0,4.0,4.0,1253.3446163257443,0.6153846153846154,630.0,0.0,0.8461538461538461,50.0,12.667787734432636,4.0,4.0,0.6923076923076923,0.6923076923076923,3000.0,3000.0
PRV53627,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,5,32390.0,118.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,7937.253933193771,7937.253933193771,3680.3571428571427,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,534.2165722639216,0.30357142857142855,274.49152542372883,0.6779661016949152,0.48214285714285715,80.0,13.67627230617832,4.0,4.0,0.75,0.32142857142857145,7000.0,7000.0
PRV53628,0,19000.0,19000.0,19.0,19.0,4272.0,4272.0,4.0,4.0,178,14,63780.0,198.0,1.0,1.0,390.0,2.0,2.0,3.0,3.0,11,22.0,40.0,23.0,5560.275772537426,5560.275772537426,3906.2921348314608,4750.0,4750.0,4.75,4.75,576.8209264339561,0.39325842696629215,322.1212121212121,1.9696969696969697,0.5280898876404494,90.0,12.40127039000586,4.5,4.5,0.6797752808988764,0.3707865168539326,2500.0,2500.0
PRV53629,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,3,3950.0,15.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,2,1.0,10.0,7.0,7937.253933193771,7937.253933193771,6196.0,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,407.0217029430577,0.3333333333333333,263.3333333333333,6.0,0.6666666666666666,90.0,8.608060562424816,4.0,4.0,0.7333333333333333,0.6,7000.0,7000.0
PRV53631,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,3,470.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0.0,2.0,2.0,7937.253933193771,7937.253933193771,3508.3333333333335,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,64.31692364119,0.5,78.33333333333333,0.0,0.6666666666666666,50.0,5.9295086883037635,4.0,4.0,0.8333333333333334,0.3333333333333333,7000.0,7000.0
PRV53632,0,7000.0,7000.0,6.0,6.0,2136.0,2136.0,2.0,2.0,12,5,7380.0,13.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2,0.0,7.0,5.0,2121.3203435596424,2121.3203435596424,4825.0,3500.0,3500.0,3.0,3.0,999.0508315909477,0.5,567.6923076923077,0.0,0.5,200.0,12.876262286903644,3.0,3.0,0.9166666666666666,0.5833333333333334,3500.0,3500.0
PRV53633,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,4,18010.0,66.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,1,5.0,10.0,7.0,7937.253933193771,7937.253933193771,1509.5833333333333,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,518.8204525697324,0.20833333333333334,272.8787878787879,7.575757575757576,0.5,90.0,13.025303283498909,4.0,4.0,0.6666666666666666,0.375,7000.0,7000.0
PRV53634,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286,16,145400.0,497.0,0.0,0.0,930.0,0.0,0.0,0.0,0.0,5,2.0,2.0,1.0,7937.253933193771,7937.253933193771,3857.867132867133,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,600.627452041536,0.34965034965034963,292.55533199195173,1.8712273641851107,0.5244755244755245,80.0,12.325141777910954,4.0,4.0,0.6993006993006993,0.4160839160839161,7000.0,7000.0
PRV53635,0,82000.0,82000.0,18.0,18.0,5340.0,5340.0,5.0,5.0,52,12,8660.0,49.0,1.0,1.0,200.0,0.0,0.0,1.0,1.0,6,4.0,10.0,5.0,21314.31443889294,21314.31443889294,4586.346153846154,16400.0,16400.0,3.6,3.6,365.5155477490095,0.34615384615384615,176.73469387755102,4.081632653061225,0.5769230769230769,60.0,14.05493965763938,2.0,2.0,0.6538461538461539,0.5192307692307693,6000.0,6000.0
PRV53638,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,9,38040.0,111.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,4,6.0,11.0,8.0,7937.253933193771,7937.253933193771,2604.074074074074,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,656.418583120067,0.2222222222222222,342.7027027027027,1.2612612612612613,0.5555555555555556,80.0,13.40253019306426,4.0,4.0,0.6851851851851852,0.3888888888888889,7000.0,7000.0
PRV53640,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,4,5660.0,33.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,4,6.0,20.0,10.0,7937.253933193771,7937.253933193771,4114.814814814815,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,204.87986132306315,0.48148148148148145,171.5151515151515,4.848484848484849,0.48148148148148145,80.0,15.552438971367778,4.0,4.0,0.6666666666666666,0.37037037037037035,7000.0,7000.0
PRV53641,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,2,2140.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,7937.253933193771,7937.253933193771,0.0,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,581.7400008349337,0.25,267.5,0.0,0.375,45.0,17.150840513081363,4.0,4.0,0.625,0.125,7000.0,7000.0
PRV53642,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,3270.0,6.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,7937.253933193771,7937.253933193771,500.0,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,695.751392380928,0.16666666666666666,545.0,11.666666666666666,0.0,200.0,12.125696824814431,4.0,4.0,0.5,0.3333333333333333,7000.0,7000.0
PRV53643,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,200.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,0.0,7937.253933193771,7937.253933193771,0.0,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,517.8553338098865,1.0,200.0,0.0,1.0,200.0,12.65418930687249,4.0,4.0,1.0,1.0,7000.0,7000.0
PRV53644,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2,4640.0,22.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,1,3.0,3.0,3.0,7937.253933193771,7937.253933193771,418.8235294117647,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,284.63692982145136,0.23529411764705882,210.9090909090909,3.6363636363636362,0.47058823529411764,70.0,11.59502366070646,4.0,4.0,0.5882352941176471,0.47058823529411764,7000.0,7000.0
PRV53645,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,3600.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,2.0,2.0,7937.253933193771,7937.253933193771,833.3333333333334,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,991.1407569058998,0.3333333333333333,600.0,0.0,0.6666666666666666,65.0,6.780296493627819,4.0,4.0,0.8333333333333334,0.6666666666666666,7000.0,7000.0
PRV53646,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,1.0,2.0,7937.253933193771,7937.253933193771,11373.333333333334,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,5.773502691896257,0.0,6.666666666666667,0.0,0.3333333333333333,10.0,7.40968566975364,4.0,4.0,1.0,0.6666666666666666,7000.0,7000.0
PRV53647,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,610.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,2.0,1.0,7937.253933193771,7937.253933193771,1000.0,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,140.4414807804643,0.2,87.14285714285714,0.0,0.4,40.0,5.956854398776792,4.0,4.0,1.0,0.4,7000.0,7000.0
PRV53648,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,10540.0,20.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,1,2.0,4.0,4.0,7937.253933193771,7937.253933193771,1946.6666666666667,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,1379.9774979096007,0.16666666666666666,527.0,3.5,0.3333333333333333,85.0,6.214970860111878,4.0,4.0,0.75,0.4166666666666667,7000.0,7000.0
PRV53649,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,2,4770.0,27.0,0.0,0.0,190.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,7937.253933193771,7937.253933193771,2561.6666666666665,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,417.87005709357135,0.25,176.66666666666666,7.037037037037037,0.4166666666666667,70.0,13.684399976664302,4.0,4.0,0.75,0.375,7000.0,7000.0
PRV53651,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2,900.0,11.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,1,0.0,2.0,1.0,7937.253933193771,7937.253933193771,6496.0,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,92.50061424857478,0.4,81.81818181818181,10.909090909090908,0.4,50.0,8.173096014773897,4.0,4.0,0.8,0.3,7000.0,7000.0
PRV53652,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,3,3640.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,1.0,0.0,7937.253933193771,7937.253933193771,1925.0,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,455.5864352677766,0.4166666666666667,145.6,0.0,0.625,50.0,14.898145489139695,4.0,4.0,0.6666666666666666,0.4583333333333333,7000.0,7000.0
PRV53654,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,2,12040.0,39.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1,1.0,1.0,1.0,7937.253933193771,7937.253933193771,2453.714285714286,9484.693084693085,9484.693084693085,5.333333333333333,5.333333333333333,727.4836930246163,0.2857142857142857,308.71794871794873,2.5641025641025643,0.6,70.0,9.574259730120584,4.0,4.0,0.6,0.4,7000.0,7000.0
